,MK,Kb,MKH,cont,Ka
ENSG00000269051,1.85329,2.71259,2.32891,1.76375,2.13973
ENSG00000275829,0,0,0,0,0
ENSG00000275820,0,0,0,0,0
ENSG00000206856,0,0,0,0,0
ENSG00000221747,0,0,0,0,0
ENSG00000263481,0,0,0,0,0
ENSG00000265250,0,0,0,0,0
ENSG00000222805,0,0,0,0,0
ENSG00000273690,0,0,0,0,0
ENSG00000273699,0,0,0,0,0
ENSG00000222117,0,0,0,0,0
ENSG00000228214,0.340367,0.0251676,0.0528438,0,0.0282989
ENSG00000275579,0,0,0,0,0
ENSG00000273527,0,0,0,0,0
ENSG00000280523,1.74829,0.355929,1.97248,0.892787,1.31092
ENSG00000280522,0,0,0,0,0
ENSG00000280520,0,0,0,0,0
ENSG00000280527,19.6179,0,0,0,0
ENSG00000280528,0,0,0,0,0
ENSG00000211577,0,0,0,0,0
ENSG00000211573,0,0,0,0,0
ENSG00000211571,0,0,0,0,0
ENSG00000276624,0,0,0,0,0
ENSG00000276621,19.7225,0,0,0,0
ENSG00000276629,0,0,0,0,0
ENSG00000276716,0,0,0,0,0
ENSG00000279229,0,0,0,0,0
ENSG00000207986,0,0,0,0,0
ENSG00000280760,0,0,0,0,0
ENSG00000280762,0,0,0,0,0
ENSG00000281419,0,0,0,0,0
ENSG00000281415,4.54115e-12,2.1845e-107,1.85664e-36,1.81467e-68,6.62234e-12
ENSG00000277990,0,0,19.8604,0,0
ENSG00000277992,0,0,0,0,0
ENSG00000277993,0,0,0,0,0
ENSG00000281411,0,0,0,0,0
ENSG00000251696,0,0,0,0,0
ENSG00000277337,0,0,0,0,0
ENSG00000277330,0,0,0,0,0
ENSG00000277331,0,0,0,0,0
ENSG00000277333,0,0,0,0,0
ENSG00000274974,0,0,0,0,0
ENSG00000251962,0,0,0,0,0
ENSG00000264383,0,0,0,0,0
ENSG00000275209,0,0,0,0,0
ENSG00000275203,0,0,0,0,0
ENSG00000275200,0,0,0,0,0
ENSG00000275204,0,0,0,0,0
ENSG00000222683,0,0,0,0,0
ENSG00000274158,0,0,0,0,0
ENSG00000265473,0,0,0,0,0
ENSG00000274151,0,0,0,0,0
ENSG00000274153,0,0,0,0,0
ENSG00000274152,0,0,0,0,0
ENSG00000274155,0,0,0,0,0
ENSG00000252439,0,0,0,0,0
ENSG00000252430,0,0,0,0,0
ENSG00000239500,0,0,0,0,0
ENSG00000277054,0,0,0,0,0
ENSG00000264401,0,0,0,0,0
ENSG00000275783,0,0,0,0,0
ENSG00000263835,0,0,0,0,0
ENSG00000215983,0,0,0,0,0
ENSG00000215984,0,0,0,0,0
ENSG00000238672,0,0,0,0,0
ENSG00000221335,0,0,0,0,0
ENSG00000276801,0,0,0,0,0
ENSG00000281262,0,0,0,0,0
ENSG00000233147,0,0,0,0,0
ENSG00000216168,0,0,0,0,0
ENSG00000280684,0,0,0,0,0
ENSG00000277787,0,0,0,0,0
ENSG00000277780,0,0,0,0,0
ENSG00000281247,0,0,0,0,0
ENSG00000276783,0,0,0,0,0
ENSG00000212057,0,0,0,0,0
ENSG00000277819,0,0,0,0,0
ENSG00000277815,0,0,0,0,0
ENSG00000277811,0,0,0,0,0
ENSG00000277810,0,0,0,0,0
ENSG00000277813,0.00424422,0.00362781,0.00422372,0.00458047,0.00342366
ENSG00000277812,0,0,0,0,0
ENSG00000274543,0,0,0,0,0
ENSG00000274548,0,0,0,0,0
ENSG00000281119,0,0,0,0,0
ENSG00000276010,0,0,0,0,0
ENSG00000273019,0.506704,0,0,0,0.103409
ENSG00000243251,0.477671,0.373996,0.187719,0.314915,0.253954
ENSG00000221568,0,0,0,0,0
ENSG00000221567,0,0,0,0,0
ENSG00000264884,0,0,0,0,0
ENSG00000264888,0,0,0,0,0
ENSG00000273903,0,0.0587781,0.121819,0.148476,0.19433
ENSG00000273902,0,0,0,0,0
ENSG00000272058,0,0,0,0,0
ENSG00000264267,0,0,0,0,0
ENSG00000275439,0,0,0,0,0
ENSG00000222521,0,0,0,0,0
ENSG00000222526,0,0,0,0,0
ENSG00000275435,0,0,0,0,0
ENSG00000221693,0,0,0,0,0
ENSG00000266136,0,0,0,0,0
ENSG00000266130,0,0,0,0,0
ENSG00000221696,0,0,0,0,0
ENSG00000281003,0,0,0,0,0
ENSG00000281001,0,0,0,0,0
ENSG00000280595,0,0,0,0,0
ENSG00000281007,0.0688512,0.239766,3.40903e-05,0.328712,0.00116998
ENSG00000281006,0,0,0,0,0
ENSG00000277244,0,0,0,0,0
ENSG00000168787,0,0,0,0,0
ENSG00000263640,0,0,0,0,0
ENSG00000280845,0,0,0,0,0
ENSG00000280847,3.16957,0.875531,3.3665,3.33507,2.88045
ENSG00000280842,0,0,0,0,0
ENSG00000280843,0,3.21813e-104,0,2.02355e-83,0
ENSG00000280849,0,0,0,0,0
ENSG00000221192,0,0,0,0,0
ENSG00000221199,0,0,0,0,0
ENSG00000221070,0,0,0,0,0
ENSG00000266330,0,0,0,0,0
ENSG00000274095,0,0,0,0,0
ENSG00000281824,0,0,0,0,0
ENSG00000281827,0,0,0,0,0
ENSG00000281826,0,0,0,0,0
ENSG00000281823,0,0,0,0,1.04264e-05
ENSG00000279922,0,0.0323678,0,0,0
ENSG00000221330,0,0,0,0,0
ENSG00000216169,0,0,0,0,0
ENSG00000272213,0,0,0,0,0
ENSG00000274325,0,0,0,0,0
ENSG00000274329,0,0,0,0,0
ENSG00000279538,0,0,0,0,0
ENSG00000277593,0,0,0,0,0
ENSG00000249339,0,0,0,0,0
ENSG00000281892,0,0,0,0.120478,0
ENSG00000207636,0,0,0,0,0
ENSG00000273671,0,0,0,0,0
ENSG00000276242,0,0,0,0,0
ENSG00000276245,0,0,0,0,0
ENSG00000276244,0,0,0,0,0
ENSG00000221602,0,0,0,0,0
ENSG00000278371,2.22034e-15,1.07534e-15,3.01489,1.4678e-21,0.000131497
ENSG00000275530,0,0,0,0,0
ENSG00000275533,0,0,0,0,0
ENSG00000275534,0,0,0,0,0
ENSG00000275535,0,0,0,0,0
ENSG00000275537,0,0,0,0,0
ENSG00000231816,0,0,0.0455704,0.0355051,0
ENSG00000265129,0,0,0,0,0
ENSG00000274668,0,0,0,0,0
ENSG00000263401,0,0,0,0,0
ENSG00000263404,0,0,0,0,0
ENSG00000263774,0,0,0,0,0
ENSG00000221354,0,0,0,0,0
ENSG00000221356,0,0,0,0,0
ENSG00000221351,0,0,0,0,0
ENSG00000221352,0,0,0,0,0
ENSG00000221359,0,0,0,0,0
ENSG00000221358,0,0,0,0,0
ENSG00000278578,0,0,0,0,0
ENSG00000253037,0,0,0,0,0
ENSG00000251738,0,0,0,0,0
ENSG00000266542,0,0,0,0,0
ENSG00000267896,1.49225,1.12035,2.36356,1.59263,2.55373
ENSG00000265947,0,0,0,0,0
ENSG00000281527,0,0,0,0,0
ENSG00000222196,0,0,0,0,0
ENSG00000222197,0,0,0,0,0
ENSG00000239131,0,0,0,0,0
ENSG00000239138,0,0,0,0,0
ENSG00000264097,0,0,0,0,0
ENSG00000280253,0,0,0,0,0
ENSG00000280252,0,0.0678963,0.145245,0,0
ENSG00000280258,0.0151084,0.00599151,0.0162296,0.00946873,0.0145749
ENSG00000238773,0,0,0,0,0
ENSG00000266309,0,0,0,0,0
ENSG00000281619,0,0,0,0,0
ENSG00000281611,0,0,0,0,0
ENSG00000221659,0,0,0,0,0
ENSG00000221654,0,0,0,0,0
ENSG00000221655,0,0,0,0,0
ENSG00000221657,0,0,0,0,0
ENSG00000221653,0,0,0,0,0
ENSG00000281673,0,0,0,0,0
ENSG00000253069,0,0,0,0,0
ENSG00000278179,0,0,0,0,0
ENSG00000265501,0,0,0,0,0
ENSG00000266851,0,0,0,0,0
ENSG00000216054,0,0,0,0,0
ENSG00000223009,0,0,0,0,0
ENSG00000264489,0,0,0,0,0
ENSG00000275707,0,0,0,0,0
ENSG00000275706,0,0,0,0,0
ENSG00000275704,0,0,0,0,0
ENSG00000275701,0,0,0,0,0
ENSG00000277102,0,0,0,0,0
ENSG00000265686,0,0,0,0,0
ENSG00000221094,0,0,0,0,0
ENSG00000238890,0,0,0,0,0
ENSG00000263214,0.191133,0.0473876,0.0119533,0.108596,0.141464
ENSG00000264972,0,0,0,0,0
ENSG00000242463,0,0,0,0,0
ENSG00000267447,0.0640812,0.031134,0,0,0.0264822
ENSG00000264244,0,0,0,0,0
ENSG00000273861,0,0,0,0,0
ENSG00000251989,0,0,0,0,0
ENSG00000264753,0,0,0,0,0
ENSG00000281799,0,0,0,0,0
ENSG00000281796,0.107135,0.154334,0.147143,0.0696876,0.0990496
ENSG00000281795,0,0,0,0,0
ENSG00000281793,0,0,0,0,0
ENSG00000281792,0,0,0,0,0
ENSG00000281791,0,0,0,0,0
ENSG00000281790,0,0,0,0,0
ENSG00000276705,0,0,0,0,0
ENSG00000280772,0,0,0,0,0
ENSG00000252986,0,0,0,0,0
ENSG00000280777,0,0,0,0.00639448,0
ENSG00000281428,0,0,0,0,0
ENSG00000281423,0,0,0,0,0
ENSG00000264838,0,0,0,0,0
ENSG00000211562,0,0,0,0,0
ENSG00000277896,0,0,0,0,0
ENSG00000277898,0,0,0,0,0
ENSG00000277279,0,0,0,0,0
ENSG00000277275,0,0,0,0,0
ENSG00000221470,0,0,0,0,0
ENSG00000275124,0,0,0,0,0
ENSG00000273985,0,0,0,0,0
ENSG00000265530,0,0,0,0,0
ENSG00000274298,0,0,0,0,0
ENSG00000277038,0,0,0,0,0
ENSG00000274743,0,0,0,0,0
ENSG00000274745,0,0,0,0,0
ENSG00000264021,0,0,0,0,0
ENSG00000264721,0,0,0,0,0
ENSG00000276607,0,0,0,0,0
ENSG00000275916,0,0,0,0,0
ENSG00000275912,0,0,0,0,0
ENSG00000275913,0,0,0,0,0
ENSG00000221444,0,0,0,0,0
ENSG00000221447,0,0,0,0,0
ENSG00000221446,0,0,0,0,0
ENSG00000221443,0,0,0,0,0
ENSG00000221449,0,0,0,0,0
ENSG00000221448,0,0,0,0,0
ENSG00000263395,0,0,0,0,0
ENSG00000263392,0,0,0,0,0
ENSG00000263391,0,0,0,0,0
ENSG00000238449,0,0,0,0,0
ENSG00000238448,0,0,0,0,0
ENSG00000238442,0,0,0,0,0
ENSG00000264103,0,0,0,0,0
ENSG00000266612,0,0,0,0,0
ENSG00000266616,0,0,0,0,0
ENSG00000222939,0,0,0,0,0
ENSG00000266625,0,0,0,0,0
ENSG00000281414,0,0,0,0,0
ENSG00000216206,0,0,0,0,0
ENSG00000228989,2.66231,2.85567,1.44588,1.93716,2.3066
ENSG00000212093,0,0,0,0,0
ENSG00000281061,0.10653,0,0,0,0
ENSG00000264517,0,0,0,0,0
ENSG00000281064,0,0,0,0,0
ENSG00000281066,0,0,0,0,0
ENSG00000281413,0,0,0,0,0
ENSG00000280637,0,0,0,0,0
ENSG00000280630,0,0,0,0,0
ENSG00000277663,0,0,0,0,0
ENSG00000277664,0,0,0,0,0
ENSG00000277665,0,0,0,0,0
ENSG00000264620,0,0,0,0,0
ENSG00000281328,0,0,0,0,0
ENSG00000281329,0,0,0,0,0
ENSG00000281323,0,0,0,0,0
ENSG00000281325,0.25433,0.371886,0.366973,0.19325,0.311663
ENSG00000257899,0,0,0,0,0
ENSG00000276133,0,0,0,0,0
ENSG00000278669,0,0,0,0,0
ENSG00000278663,0,0,0,0,0
ENSG00000278660,0,0,0,0,0
ENSG00000263997,0,0,0,0,0
ENSG00000274888,0,0,0,0,0
ENSG00000276954,0,0,0,0,0
ENSG00000273352,1.49326,1.59453,1.49531,1.91202,1.79626
ENSG00000273826,0,0,0,0,0
ENSG00000273823,0,0,0,0,0
ENSG00000275376,0,0,0,0,0
ENSG00000275375,0,0,0,0,0
ENSG00000275370,0,0,0,0,0
ENSG00000275378,0,0,0,0,0
ENSG00000222770,0,0,0,0,0
ENSG00000222776,0,0,0,0,0
ENSG00000238268,0,0,0,0,0
ENSG00000266070,0,0,0,0,0
ENSG00000266077,0,0,0,0,0
ENSG00000266382,0,0,0,0,0
ENSG00000266384,0,0,0,0,0
ENSG00000281129,0,0,0,0,0
ENSG00000281124,0,0,0,0,0
ENSG00000221173,0,0,0,0,0
ENSG00000281694,0,0,0,0,0
ENSG00000281695,0,0,0,0,0
ENSG00000281698,0,0,0,0,0
ENSG00000262230,0,0,0,0,0
ENSG00000263721,0,0,0,0,0
ENSG00000221156,0,0,0,0,0
ENSG00000226684,0,0.137268,0.0721271,0.11922,0.118388
ENSG00000252330,0,0,0,0,0
ENSG00000243500,0,0,0,0,0
ENSG00000266800,0,0,0,0,0
ENSG00000266804,0,0,0,0,0
ENSG00000281902,0,5.47553,17.614,0,8.28152
ENSG00000281906,0,0,0,0,0
ENSG00000281905,0,0,0,0,0
ENSG00000250232,1.89602e-26,5.18936e-25,1.35909e-18,1.19733e-07,3.11016e-15
ENSG00000252215,0,0,0,0,0
ENSG00000198657,0,0,0,0,0
ENSG00000252694,0,0,0,0,0
ENSG00000277145,0,0,0,0,0
ENSG00000277148,0,0,0,0,0
ENSG00000279471,0,0,0,0,0
ENSG00000279473,6.61361e-86,1.19082e-92,6.19707e-84,9.18005e-91,2.31564e-74
ENSG00000207770,0,0,0,0,0
ENSG00000264935,0,0,0,0,0
ENSG00000276360,0,0,0,0,0
ENSG00000276361,0,0,0,0,0
ENSG00000276369,0,0,0,0,0
ENSG00000278439,0,259.176,0,0,0
ENSG00000278436,0,0,0,0,0
ENSG00000278435,0,0,0,0,0
ENSG00000277960,0,0,0,0,0
ENSG00000265600,0,0,0,0,0
ENSG00000221048,0,0,0,0,0
ENSG00000274436,0,0,0,0,0
ENSG00000274435,0,0,0,0,0
ENSG00000274433,0,0,0,0,0
ENSG00000235565,0.109463,0.218458,0.0531122,0.267286,0.33135
ENSG00000278841,0,0,0,0,0
ENSG00000263522,0,0,0,0,0
ENSG00000263525,0,0,0,0,0
ENSG00000221010,0,0,0,0,0
ENSG00000221018,0,0,0,0,0
ENSG00000221019,0,0,0,0,0
ENSG00000281337,0,0,0,0,0
ENSG00000277082,0,0,0,0,0
ENSG00000265619,0,0,0,0,0
ENSG00000272385,0,0,0,0,0
ENSG00000221559,0,0,0,0,0
ENSG00000273774,0,0,0,0,0
ENSG00000273577,0,0,0,0,0
ENSG00000222096,0,0,0,0,0
ENSG00000223322,0,0,0,0,0
ENSG00000222631,0,0,0,0,0
ENSG00000277652,0,0,0,0,0
ENSG00000238385,0,0,0,0,0
ENSG00000280448,5.00791,3.95874,4.08919,4.88769,3.4809
ENSG00000280447,0,0,0,0,0
ENSG00000261550,0,0,0,0,0
ENSG00000266220,0,0,0,0,0
ENSG00000252901,0,0,0,0,0
ENSG00000266229,0,0,0,0,0
ENSG00000215954,0,0,0,0,0
ENSG00000281716,0,0,0,0,0
ENSG00000281715,0,0,0,0,0
ENSG00000281714,0,0,0,0,0
ENSG00000281713,0,0,0,0,0
ENSG00000281712,0,0,0,0,0
ENSG00000264927,0,0,0,0,0
ENSG00000281719,0,0,0,0,0
ENSG00000221756,0,0,0,0,0
ENSG00000263886,0,0,0,0,0
ENSG00000265587,0,0,0,0,0
ENSG00000254414,0.457752,0.268357,0.0867284,0.0750273,0.180281
ENSG00000238347,0,0,0,0,0
ENSG00000225667,0.0646857,0.0624739,0,0.1087,0.0532864
ENSG00000276506,0,0,0,0,0
ENSG00000280127,0,0,0.0736216,0,0
ENSG00000241781,0,0,0,0,0
ENSG00000265827,0,0,0,0,0
ENSG00000237374,0,0,0,0,0
ENSG00000277756,0,0,0,0,0
ENSG00000274218,0,0,0,0,0
ENSG00000274217,0,0,0,0,0
ENSG00000223123,0,0,0,0,0
ENSG00000275270,0,0,0,0,0
ENSG00000279624,4.10515e-124,0.0987667,3.96434e-92,0.0922796,0.143124
ENSG00000265336,0,0,0,0,0
ENSG00000265330,0,0,0,0,0
ENSG00000278575,0,0,0,0,0
ENSG00000264052,0,0,0,0,0
ENSG00000264055,0,0,0,0,0
ENSG00000263277,0,0,0,0,0
ENSG00000270010,0,0.200815,0,0.0860993,0
ENSG00000275627,0,0,0,0,0
ENSG00000275622,0,0,0,0,0
ENSG00000277284,0,0,0,0,0
ENSG00000275998,0,0,0,0,0
ENSG00000269920,1.32294e-202,0.00811173,0,0.00533186,0
ENSG00000260758,0,0,0,0,0
ENSG00000176879,0,0,0,0,0
ENSG00000221221,0,0,0,0,0
ENSG00000221220,0,0,0,0,0
ENSG00000221222,0,0,0,0,0
ENSG00000221225,0,0,0,0,0
ENSG00000264831,0,0,0,0,0
ENSG00000264839,0,0,0,0,0
ENSG00000238997,0,0,0,0,0
ENSG00000216205,0,0,0,0,0
ENSG00000203589,0.0417637,0.182256,0.10379,0.0534754,0.102368
ENSG00000281751,0,0,0,0,0
ENSG00000279084,0,0,0,0,0
ENSG00000239594,0,0,0,0,0
ENSG00000281506,0,0,0,0,0
ENSG00000281504,0,0,0,0,0
ENSG00000266418,0,0,0,0,0
ENSG00000168260,0,0.0466754,0.0162927,0,0.0400191
ENSG00000212007,0,0,0,0,0
ENSG00000212001,0,0,0,0,0
ENSG00000268525,1.60329e-07,1.89049e-16,0.00736738,0.0120191,0.175386
ENSG00000277854,0,0,0,0,0
ENSG00000207834,0,0,0,0,0
ENSG00000207835,0,0,0,0,0
ENSG00000207836,0,0,0,0,0
ENSG00000276682,0,0,0,0,0
ENSG00000207830,0,0,0,0,0
ENSG00000207832,0,0,0,0,0
ENSG00000207833,0,0,0,0,0
ENSG00000253486,0,0,0,0,0
ENSG00000273652,0,0,0,0,0
ENSG00000278686,0,0,0,0,0
ENSG00000274802,0,0,0,0,0
ENSG00000274804,0,0,0,0,0
ENSG00000199727,0,0,0,0,0
ENSG00000275044,0,0,0,0,0
ENSG00000275042,0,0,0,0,0
ENSG00000278836,0,0,0,0,0
ENSG00000278835,0,0,0,0,0
ENSG00000278832,0,0,0,0,0
ENSG00000278353,0,0,0,0,0
ENSG00000278352,0,0,0,0,0
ENSG00000264677,0,0,0,0,0
ENSG00000275554,0,0,0,0,0
ENSG00000280410,0,0,0,5.67213e-52,0
ENSG00000279018,0.180797,0.086863,0.10059,0,0
ENSG00000274027,0,0,0,0,0
ENSG00000224849,0.119152,0.0581735,0,0,0
ENSG00000264576,0,0,0,0,0
ENSG00000275813,0,0,0,0,0
ENSG00000275817,0,0,0,0,0
ENSG00000221523,0,0,0,0,0
ENSG00000221528,0,0,0,0,0
ENSG00000265199,0,0,0,0,0
ENSG00000248861,0,0,0,0,0
ENSG00000265225,0,0,0,0,0
ENSG00000265224,0,0,0,0,0
ENSG00000221384,0,0,0,0,0
ENSG00000221382,0,0,0,0,0
ENSG00000266557,0,0,0,0,0
ENSG00000266552,0,0,0,0,0
ENSG00000266550,0,0,0,0,0
ENSG00000221389,0,0,0,0,0
ENSG00000281454,0,0,0,0,0
ENSG00000274753,0,0,0,0,0
ENSG00000274393,0,0,0,0,0
ENSG00000222121,0,0,0,0,0
ENSG00000222120,0,0,0,0,0
ENSG00000265106,0,0,0,0,0
ENSG00000216011,0,0,0,0,0
ENSG00000216014,0,0,0,0,0
ENSG00000216015,0,0,0,0,0
ENSG00000216017,0,0,0,0,0
ENSG00000274689,0,0,0,0,0
ENSG00000280574,0,0,0,0,0
ENSG00000280576,0,0,0,0,0
ENSG00000211544,0,0,0,0,0
ENSG00000264420,0,0,0,0,0
ENSG00000276679,0,0,0,0,0
ENSG00000276677,0,0,0,0,0
ENSG00000276671,0,0,0,0,0
ENSG00000226598,0,0,0,0,0
ENSG00000264380,0,0,0,0,0
ENSG00000278005,0,0,0,0,0
ENSG00000280718,0,0,0,0,0
ENSG00000280715,0,0,0,0,0
ENSG00000264871,0,0,0,0,0
ENSG00000249666,0,0,0,0,0
ENSG00000237647,0,0,0,0,0
ENSG00000275233,0,0,0,0,0
ENSG00000275235,0,0,0,0,0
ENSG00000273556,0,0,0,0,0
ENSG00000236066,0,0,0,0,0
ENSG00000221670,0,0,0,0,0
ENSG00000265403,0,0,0,0,0
ENSG00000275364,0,0,0,0,0
ENSG00000276762,0,0,0,0,0
ENSG00000264439,0,0,0,0,0
ENSG00000263805,0,0,0,0,0
ENSG00000263802,0,0,0,0,0
ENSG00000263808,0,0,0,0,0
ENSG00000235982,0,0.041556,0.0848123,0,0.0337619
ENSG00000280979,0,0,0,0,0
ENSG00000280970,0,0,0,0,0
ENSG00000275814,0,0,0,0,0
ENSG00000280974,0,0,0,0,0
ENSG00000280976,0,0,0,0,0
ENSG00000280977,0,0,0,0,0
ENSG00000260449,0,0,0,0,0
ENSG00000275702,0,0,0,0,0
ENSG00000276852,0,0,0,0,0
ENSG00000221521,0,0,0,0,0
ENSG00000221526,0,0,0,0,0
ENSG00000221524,0,0,0,0,0
ENSG00000276589,0,0,0,0,0
ENSG00000237485,0.0584311,1.19046e-310,3.69201e-301,0.0868316,7.8564e-202
ENSG00000281215,0,0,0,0,0
ENSG00000281218,0,0,0,0,0
ENSG00000266044,0,0,0,0,0
ENSG00000276009,0,0,0,0,0
ENSG00000266047,0,0,0,0,0
ENSG00000273743,0,0,0,0,0
ENSG00000238469,0,0,0,0,0
ENSG00000277843,0,0,0,0,0
ENSG00000265720,0,0,0,0,0
ENSG00000265722,0,0,0,0,0
ENSG00000270097,0,0,0.0991598,0,0.0839667
ENSG00000265090,0,0,0,0,0
ENSG00000221386,0,0,0,0,0
ENSG00000221383,0,0,0,0,0
ENSG00000221380,0,0,0,0,0
ENSG00000266556,0,0,0,0,0
ENSG00000221388,0,0,0,0,0
ENSG00000271876,0,0,0,0,0
ENSG00000277716,0,0,0,0,0
ENSG00000277714,0,0,0,0,0
ENSG00000238911,0,0,0,0,0
ENSG00000254967,0,1.08177e-146,0,7.72454e-223,1.9092e-192
ENSG00000216055,0,0,0,0,0
ENSG00000274250,0,0,0,0,0
ENSG00000221809,0,0,0,0,0
ENSG00000221804,0,0,0,0,0
ENSG00000221807,0,0,0,0,0
ENSG00000264258,0,0,0,0,0
ENSG00000264256,0,0,0,0,0
ENSG00000266881,0,0,0,0,0
ENSG00000222570,0,0,0,0,0
ENSG00000280324,0,0,0,0,0
ENSG00000280329,0,0,0,0,0
ENSG00000276558,0,0,0,0,0
ENSG00000266496,0,0,0,0,0
ENSG00000266493,0,0,0,0,0
ENSG00000266491,0,0,0,0,0
ENSG00000266499,0,0,0,0,0
ENSG00000212086,0,0,0,0,0
ENSG00000212085,0,0,0,0,0
ENSG00000212084,0,0,0,0,0
ENSG00000212089,0,0,0,0,0
ENSG00000221497,0,0,0,0,0
ENSG00000221495,0,0,0,0,0
ENSG00000221492,0,0,0,0,0
ENSG00000221499,0,0,0,0,0
ENSG00000281588,0,0,0,0,0
ENSG00000281589,0,0,0,0,0
ENSG00000281586,0,0,0,0,0
ENSG00000281585,0,0,0,0,0
ENSG00000281581,0,0,0,0,0
ENSG00000221141,0,0,0,0,0
ENSG00000221142,0,0,0,0,0
ENSG00000259176,0,0,0,0,0
ENSG00000267684,0,0,0,0,0
ENSG00000267021,0,0,0,0,0
ENSG00000281875,0,0,0,0,0
ENSG00000281872,0,0,0,0,0
ENSG00000281873,0,0,0,0,0
ENSG00000281871,0,0,0,0,0
ENSG00000231459,0,0,0,0,0
ENSG00000273705,0,0,0,0,0
ENSG00000278536,0,0,0,0,0
ENSG00000278534,0,0,0,0,0
ENSG00000273708,0,0,0,0,0
ENSG00000275114,0,0,0,0,0
ENSG00000279287,0,0,0,0,0
ENSG00000237857,0.732121,0.924101,0.514085,0.781244,0.743485
ENSG00000280041,0,0,0,0,0
ENSG00000252584,0,0,0,0,0
ENSG00000274318,0,0,0,0,0
ENSG00000274313,0,0,0,0,0
ENSG00000232532,0,0,0,0,0
ENSG00000207602,0,0,0,0,0
ENSG00000207601,0,0,0,0,0
ENSG00000275541,0,0,0,0,0
ENSG00000275548,0,0,0,0,0
ENSG00000275899,0,0,0,0,0
ENSG00000275891,0,0,0,0,0
ENSG00000265891,0,0,0,0,0
ENSG00000281636,0,0,0,0,0
ENSG00000265119,0,0,0,0,0
ENSG00000276883,0,0,0,0,0
ENSG00000263457,0,0,0,0,0
ENSG00000266363,0,0,0,0,0
ENSG00000266362,0,0,0,0,0
ENSG00000221309,0,0,0,0,0
ENSG00000221304,0,0,0,0,0
ENSG00000221302,0,0,0,0,0
ENSG00000221301,0,0,0,0,0
ENSG00000280586,0,0,0,0,0
ENSG00000263689,0,0,0,0,0
ENSG00000212111,0,0,0,0,0
ENSG00000265931,0,0,0,0,0
ENSG00000228389,0.14799,0.126025,0.170194,0.13478,0.0676959
ENSG00000223214,0,0,0,0,0
ENSG00000221326,0,0,0,0,0
ENSG00000252616,0,0,0,0,0
ENSG00000221320,0,0,0,0,0
ENSG00000216090,0,0,0,0,0
ENSG00000216097,0,0,0,0,0
ENSG00000221322,0,0,0,0,0
ENSG00000238726,0,0,0,0,0
ENSG00000274794,0,0,0,0,0
ENSG00000281621,0,0,0,0,0
ENSG00000281620,0,0,0,0,0
ENSG00000281629,0,0,0,0,0
ENSG00000266358,0,0,0,0,0
ENSG00000279257,2.91568e-09,7.32159e-09,0.0987964,9.1977e-07,0.0628052
ENSG00000280575,0,0,0,0,0
ENSG00000280570,0,0,0,0,0
ENSG00000280573,0,0,0,0,0
ENSG00000278127,0,0,0,0,0
ENSG00000277348,0,0,0,0,0
ENSG00000277347,0,0,0,0,0
ENSG00000277346,0,0,0,0,0
ENSG00000277343,0,0,0,0,0
ENSG00000274924,0,0,0,0,0
ENSG00000176937,0,0,0,0,0
ENSG00000275189,0,0,0,0,0
ENSG00000264203,0,0,0,0,0
ENSG00000276435,0,0,0,0,0
ENSG00000271831,0,0,0,0,0
ENSG00000263351,0,0,0,0,0
ENSG00000265481,0,0,0,0,0
ENSG00000223059,0,0,0,0,0
ENSG00000278117,0,0,0,0,0
ENSG00000261331,0,0,0,0,0
ENSG00000276499,0,0,0,0,0
ENSG00000221401,0,0,0,0,0
ENSG00000238607,0,0,0,0,0
ENSG00000221266,0,0,0,0,0
ENSG00000274485,0,0,0,0,0
ENSG00000274483,0,0,0,0,0
ENSG00000274482,0,0,0,0,0
ENSG00000221260,0,0,0,0,0
ENSG00000266763,0,0,0,0,0
ENSG00000266769,0,0,0,0,0
ENSG00000266768,0,0,0,0,0
ENSG00000264944,0,0,0,0,0
ENSG00000273583,0,0,0,0,0
ENSG00000281746,0,0,0,0,0
ENSG00000281747,0,0,0,0,0
ENSG00000216116,0,0,0,0,0
ENSG00000239353,0,0,0.0573823,0,0
ENSG00000237404,0,0,0,0,0
ENSG00000275065,0,0,0,0,0
ENSG00000280742,0,0,0,0,0
ENSG00000280747,0,0,0,0,0
ENSG00000281298,72.0647,64.7774,75.0328,47.9418,56.4561
ENSG00000281297,0,0,0,0,0
ENSG00000281294,0,0,0,0,0
ENSG00000281293,0,0,0,0,0
ENSG00000281291,0,0,0,0,0
ENSG00000276732,0,0,0,0,0
ENSG00000276737,0,0,0,0,0
ENSG00000276736,0,0,0,0,0
ENSG00000275890,0,0,0,0,0
ENSG00000278706,0,0,0,0,0
ENSG00000281584,0,0,0,0,0
ENSG00000238660,0,0,0,0,0
ENSG00000280743,0,0,0,0.32572,0
ENSG00000273048,0,0,0,0,0
ENSG00000278141,0,0,0,0,0
ENSG00000279941,0,0,0,0,0
ENSG00000273952,0,0,0,0,0
ENSG00000273959,0,0,0,0,0
ENSG00000281025,0,0,0,0,0
ENSG00000275466,0,0,0,0,0
ENSG00000265562,0,0,0,0,0
ENSG00000265560,0,0,0,0,0
ENSG00000265568,0,0,0,0,0
ENSG00000265569,0,0,0,0,0
ENSG00000274731,0,0,0,0,0
ENSG00000274735,0,0,0,0,0
ENSG00000266143,0,0,0,0,0
ENSG00000264779,0,0,0,0,0
ENSG00000264771,0,0,0,0,0
